WordID	MnID	Wd	SoundFile	PoS	Stem	Accent	Category	Description	Variation	RelatedWords	ExampleSentence																	
686		うー	ikmvoc_686.wav	動詞	母音語幹	A		追いつく、（あとを）追いかける［w語幹の「うー」が受身形「うーい」、使役形「うーす」になるのに対して、母音語幹の「うー」は、受身形「うーらい」、使役形は「うーっさす」となる］		うー（w語幹）、うーい（母音語幹）	ぶーっじゃ　ぬそぅみー　ぬすん　うーらいーにゃーん（サトウキビを盗んで主に追いかけられた）。																	
687		うー	ikmvoc_687.wav	動詞	vv語幹幹	A		怖がる、恐れる		うーっゔぃ																		
688		うー	ikmvoc_688.wav	動詞	w語幹	A		（物を保護するためや見えないようにするために、そのものの上や前にものを広げて）隠す、覆う		うー（vv語幹幹）、うーい、うーう、うーっゔぃ	うつつひー　うるー　うーい（風呂敷でそれを覆え）。																	
689		うー	ikmvoc_689.wav	動詞	vv語幹幹	A		（物を保護するためや見えないようにするために、そのものの上や前にものを広げて）隠す、覆う		うー（w語幹）、うーい、うーう、うーっゔぃ	うつつひー　うるー　うっゔぃ（風呂敷でそれを覆え）。																	
690		うーい	ikmvoc_690.wav	動詞	母音語幹	A		（あとを）追いかける、追いつく		うー（母音語幹）、うー（w語幹）																		
691		うーい	ikmvoc_691.wav	動詞	母音語幹	A		（物を保護するためや見えないようにするために、そのものの上や前にものを広げて）隠す、覆う		うー（w語幹）、うー（vv語幹幹）、うーう、うーっゔぃ	うつつひー　うるー　うーいる（風呂敷でそれを覆え）。																	
692		うーう	ikmvoc_692.wav	動詞	vv語幹幹	A		（物を保護するためや見えないようにするために、そのものの上や前にものを広げて）隠す、覆う		うー（w語幹）、うー（vv語幹幹）、うーい、うーっゔぃ	うつつひー　うるー　うーっゔぃ（風呂敷でそれを覆え）。																	
5725		うーぐる	ikmvoc_5725.wav	名詞				おばけ、魔物			うーぐるぬ　ふーば　なかだうり（お化けが来るから泣くな）。	やらびゃー　うーぐる　いっゔぃ　あす（子供はお化けを怖がる）。																
693		うーじゅるかき	ikmvoc_693.wav	名詞				（煮物や汁ものをする）中型の鍋																				
694		うーす	ikmvoc_694.wav	動詞	s/h語幹	A		（馬や牛に荷を）負わせる、（馬車などに荷を）のせる			ぬーまんかい　っさう　うーし（馬に草束を負わせろ）。																	
695		うーず	ikmvoc_695.wav	動詞	g語幹	C		泳ぐ			んすぬかーん　いきー　うーずが（ンスヌカーに行って泳ぎに（行こう））。																	
696		うーず	ikmvoc_696.wav	名詞		C		水泳、水浴び			きゅーや　んすぬかーんきー　うーず　あすが（今日はヌスヌカーに水浴びをしに（行こう））。	すぷたい　びとぅ、うーっじゅ　あっそぅ（不潔な奴め、水浴びしろ）。																
5681		うーず	ikmvoc_5681.wav	動詞	zz/dd	A		（他のものと）比較する；（報酬などが働きぶりなどに）応じる、よる；（他のものに比較して）優れる、及ぶ	うーっず	うーでぃ、うーっでぃ																		
697		うーっゔぃ	ikmvoc_697.wav	動詞	母音語幹			（物を保護するためや見えないようにするために、そのものの上や前にものを広げて）隠す、覆う		うー（w語幹）、うー（vv語幹幹）、うーい、うーう	うつつひー　うるー　うーっゔぃる（風呂敷でそれを覆え）。																	
698		うーっゔぃ	ikmvoc_698.wav	動詞	母音語幹			怖がる、恐れる		いっゔぃ	うーっゔぃだうり（恐がるな）。	かりゃー　まずむぬーぎゃー　うーっゔぃどぅー（あいつは幽霊を怖がっている）。	くぬいぬ　ひとぅんみゃー　まずむぬーぎゃー　うーっゔぃん（最近の人たちは幽霊を怖がらない）。															
5682		うーっず	ikmvoc_5682.wav	動詞	zz/dd			（他のものと）比較する；（報酬などが働きぶりなどに）応じる、よる；（他のものに比較して）優れる、及ぶ	うーず	うーでぃ、うーっでぃ																		
699		うーつつ	ikmvoc_699.wav	名詞				大きなハンマー																				
5683		うーっつ	ikmvoc_5683.wav	動詞	cc/tt			追いかける、追い返す、追い出す	うっつ																			
5680		うーっでぃ	ikmvoc_5680.wav	動詞	母音語幹			（他のものと）比較する；（報酬などが働きぶりなどに）応じる、よる；（他のものに比較して）優れる、及ぶ	うーでぃ	うーず、うーっず																		
700		うーっふ	ikmvoc_700.wav	動詞	f/ff語幹			溺れかける；溺れて死ぬ	うーふ、うーふー	うーっふぃ	うまん　うーっふてぃがー　すんがまた（ここで溺れたら死んでしまう）。	ばー　んﾟぬ　うーっふぃー　んめちゃうたい（私は昨日溺れかけて大変だった）。	やらびゃー　んすぬかーん　うーっふいーにゃーん（子供はンスヌカーで溺れた）。	ばー　やらびあいきゃ　まじゃん　うーっふぁじゃうたい（私は子供のころ真謝港で溺れかけた（ことがある））。														
701		うーっふぃ	ikmvoc_701.wav	動詞	母音語幹			溺れかける；溺れて死ぬ		うーっふ、うーふ、うーふー	やらびぬどぅ　うーっふぃーにゃーん（子供が溺れてしまった［普通は溺れそうになることを意味するが、溺れて死ぬことも表せる］）。																	
5679		うーでぃ	ikmvoc_5679.wav	動詞	母音語幹	A		（他のものと）比較する；（報酬などが働きぶりなどに）応じる、よる；（他のものに比較して）優れる、及ぶ	うーっでぃ	うーず、うーっず	っゔぁが　ばきぶんな　ん－なん　うーでぃてぃがー　っゔぁがどぅ　はーさかい（あなたの分け前はみんなに比較するとあなたの方が多い）。	っゔぁが　ばきぶんな　ゔぁが　はたらつんどぅ　うーでぃらい（あなたの分け前はあなたの働きによります）。　	から　ういんな　うーでぃん（あれはこれに及ばない）。	なうばん　ほぅばんまい　かいんかいや　うーでぃらいん（何をしてもあいつには及ばない）。														
704		うーんま	ikmvoc_704.wav	名詞			〘祭礼〙	〘祭礼〙七杜（ななむい）の行事を取り仕切る代表者、司祭者																				
705		うーんま　とぅーい	ikmvoc_705.wav	名詞			〘祭礼〙	〘祭礼〙七杜のウーンマの石油ランプ［ナナムイにはランプは一つだけでウーンマが持って行った］																				
706		うーんまぬ　とぅすぬばん	ikmvoc_706.wav	名詞			〘祭礼〙	〘祭礼〙ウーンマの健康祈願をする祈願の一つ																				
707	1	うい	ikmvoc_707.wav	動詞	母音語幹	A		生える、成長する			っさぬ　うい（草が生える）。	やらびぬ　ういむぬー　はーむぬ（子供の成長は早いね）。	やらびゃー　ういなかー　あぱらぎふ　なるーたい（（この）子供は成長するにつれてだんだん｛ハンサム/美人｝になった）。															
707	2	うい	ikmvoc_707.wav	動詞	母音語幹	A		（陰茎、陰核が）勃起する			まらぬ　うい（（男性が催して）陰茎が勃起する）。	ぴーぬ　うい（（女性が催して）陰核が勃起する）。																
707	3	うい	ikmvoc_707.wav	動詞	母音語幹	A		老人になる、老いる			っさだういきゃー　ういー　はちじゅーごんまい　なりーにゃーん（知らないうちに年を取って８５歳にもなってしまった）。																	
708		うい	ikmvoc_708.wav	動詞	r/rr語幹	A		（人、動物などが）いる、住む			ぬーんどぅ　みから　ぬーまぬ　うい（野原に三頭馬がいる）。	っゔぁー　んなま　んじゃんどぅ　うるーば（お前はいまどこに住んでいるのか）。	ばー　んきゃーんな　おーさかんどぅ　うたい（私は昔大阪にすんでいた）。															
709		うい	ikmvoc_709.wav	補助動詞	r/rr語幹			（動詞連用形について、進行、結果の状態を表す）～ている			からー　なきー　うたいちゃ（彼女は泣いていたって）。	ふがます　っざー　つむでぃんきー　うたい（口うるさい父は怒っていた）。	みどぅんがまー　ばらいんきー　うたい（女の子は笑いこけていた）。	でぃんぬどぅ　んつん　うちゅーい（お金が道に落ちている）。	っふぁー　っざん　んーしゅー（（その）こどもはお父さんは似ている［んーしー＋うい］）。	やらび　あいきゃー　うつなーんどぅ　うるーたい（子供の時は沖縄に住んでいた［うり＋うい＋たい］）。												
710		うい	ikmvoc_710.wav	動詞	r/rr語幹	A		織る			ぶーずんぬ　うい（苧麻の着物を織る）。		ういんかい　つふてぃがー　っさいどぅす（彼に聞いたらわかるよ）。															
711		うい	ikmvoc_711.wav	指示詞		A	〘指示名詞〙	〘指示名詞〙　それ、その人、そいつ；これ、この人、こいつ［「うい」と「くい」は基本的に区別なく使われるが、文脈指示は「くい」でなく、「うい」が使われる］			ういがどぅ　じゃうかい（｛これ/それ｝がいい）。	ういひー　じゃうぶん（｛これ/それ｝で十分）。	うらー　なうがい（｛これ/それ｝は｛何だろう/何だ｝）。	うまんかい　いつてぃがー　たるががらぬ　ういはずやいば、ういんかい　つき（そこに行ったらだれかいるはずなので、その人に聞いて）。														
712		うい	ikmvoc_712.wav	名詞		B		きゅうり；うり																				
